,0
"['applecare', 'computer', 'electronic', 'fo', 'manufacturing']",348
"['15', '7', 'computer', 'dell', 'electronic', 'manufacturing', 'xps']",1113
"['computer', 'dell', 'electronic', 'manufacturing', 'mo', 'usbc']",1809
"['computer', 'dell', 'electronic', 'manufacturing', 'thunderb']",348
"['13inch', '16', 'gb', 'microsoft', 'pro', 'ram', 'surface', 'tablet', 'x']",985
"['blk.', 'combo', 'en', 'kbslmp', 'microsoft', 'pro', 'sig', 'surface', 'x']",4581
"['ca', 'ewaste414', 'fee', 'recycling']",379
"['cis', 'exadata', 'maintenance', 'pl', 'renewal', 'support', 'x52']",2930
"['60', 'computer', 'electronic', 'hp', 'manufacturing', 'prodesk']",348
"['5', 'computer', 'electronic', 'hp', 'manufacturing', 'nex', 'year']",2050
"['computer', 'electronic', 'elitedesk', 'hp', 'manufacturing']",5829
"['cf', 'computer', 'electronic', 'manufacturing', 'panasonic']",348
"['computer', 'electronic', 'manufacturing', 'one', 'warr', 'year']",452
"['ac', 'computer', 'electronic', 'manufacturing', 'panasonic']",348
"['cf54', 'computer', 'desktop', 'electronic', 'manufacturing']",348
"['bun', 'case', 'codi', 'computer', 'electronic', 'manufacturing']",348
"['codi', 'computer', 'electronic', 'manufacturing', 'wireless']",912
"['computer', 'electronic', 'elitebook', 'hp', 'manufacturing']",5829
"['5', '9', 'bu', 'computer', 'electronic', 'manufacturing', 'next', 'x']",7521
"['200w', 'computer', 'electronic', 'hp', 'manufacturing', 'zbook']",5829
"['17inch', 'codi', 'computer', 'electronic', 'manufacturing']",348
"['20inch', 'computer', 'electronic', 'manufacturing', 'multi', 'nec']",2484
"['24inch', 'computer', 'electronic', 'manufacturing', 'monit', 'nec']",2484
"['5', 'business', 'coverage', 'day', 'hp', 'hp', 'next', 'site', 'year']",4610
"['17inch', 'bag', 'bag', 'bundle', 'c1800', 'codi', 'key', 'lock']",1652
"['24inch', 'ea245wmibk', 'monitor', 'nec', 'pn']",5239
"['24inch', 'ca', 'fee', 'nec', 'recycling']",7480
"['407bbvj', 'dell', 'intel', 'optical', 'sfp', 'sr', 'transceiver']",2024
"['10gb', '540bbix', '710', 'atta', 'dell', 'direct', 'dual', 'intel', 'port']",5615
"['17inch', 'ca', 'elitebook', 'fee', 'hp', 'recycling']",1486
"['200w', '3', 'dock', 'hp', 'p5q61a', 'pn', 'thunderbolt', 'zbook']",1477
"['a05013ladwp', 'codi', 'laser', 'mouse', 'pn', 'wireless']",385
"['hp', 'keyboard', 'pn', 'qy776at#aba', 'usb']",5537
"['c', 'cf54', 'n', 'panasonic', 'touchscreen', 'toughbook']",2433
"['ca', 'cf54', 'fee', 'panasonic', 'recycling']",6023
"['extension', 'laptop', 'one', 'pn', 'warranty', 'year', 'yr4']",519
"['500', 'color', 'color', 'hp', 'laserjet', 'm570dn', 'mfp', 'pn', 'pro']",4973
"['business', 'day', 'hp', 'next', 'onsite', 'support', 'threeyear']",2830
"['1000b', 'idsc', 'idscan', 'ocr', 'pn', 'scanshell', 'sku']",1355
"['30', 'idscan', 'minutes', 'ocr', 'sca', 'service', 'support']",170
"['1gh43up', 'hp', 'pn', 'sku#', 'workstation', 'z440']",2151
"['5', 'hp', 'hw', 'nextbusday', 'onsite', 'support', 'year', 'z440.']",2830
"['c', 'cf54', 'panasonic', 'pn', 'touchscreen', 'toughbook']",1334
"['8', 'ca', 'cf54', 'fee', 'no.', 'panasonic', 'recycling']",6710
"['extension', 'it', 'laptop', 'one', 'warranty', 'year', 'yr4']",892
"['bounded', 'cable', 'case', 'codi', 'key', 'mouse', 'wireless']",1337
"['cf54', 'desktop', 'mount', 'p', 'panasonic', 'port', 'replicator']",968
"['3prong', 'ac', 'adapter', 'cfaa5713am', 'panasonic', 'pn']",1703
"['14', '24inch', 'ca', 'fee', 'nec', 'no.', 'recycling']",5541
"['16', '34inch', 'ca', 'dell', 'fee', 'no.', 'recycling']",2512
"['fkg00001', 'microsoft', 'pn', 'pro', 'surface']",6746
"['4', 'case', 'microsoft', 'pn', 'pro', 'surface', 'uag', 'uags']",6746
"['4', 'coverkeyboard', 'microsoft', 'pn', 'pro', 'surface', 'type']",314
"['17', 'book', 'ca', 'elite', 'fee', 'hp', 'recycling']",2396
"['computer', 'conve', 'electronic', 'hp', 'manufacturing', 'z240']",5829
"['computer', 'electronic', 'hp', 'manufacturing', 'works', 'z440']",5829
"['4', 'computer', 'electronic', 'hp', 'manufacturing', 'nex', 'year']",2050
"['computer', 'electronic', 'fee', 'manufacturing', 'recycling']",348
"['color', 'computer', 'electronic', 'hp', 'lase', 'manufacturing']",2050
"['3', 'computer', 'electronic', 'hp', 'manufacturing', 'ne', 'year']",2050
"['amd', 'computer', 'electronic', 'firepro', 'manufacturing', 'w']",6634
"['computer', 'electronic', 'manufacturing', 'microsoft', 'sur']",348
"['computer', 'doc', 'electronic', 'manufacturing', 'microsoft']",348
"['case', 'computer', 'electronic', 'manufacturing', 'uag']",348
"['bid', 'dl560', 'gen10', 'hpe', 'server', 'specifications']",2710
"['24x7', '5y', 'bi', 'care', 'foundation', 'hpe', 'service', 'wdmr']",1188
"['1100', '3d', '500', '820', 'build', 'maximum', 'mm', 'printer', 'volu', 'x', 'x']",456
"['256gb', '5th', 'core', 'gen', 'i5', 'intel', 'pro', 'ssd', 'surface']",5215
"['c1350', 'case', 'codi', 'go', 'grab', 'pn', 'soft']",979
"['docking', 'microsoft', 'pf00005', 'pn', 'station']",385
"['adapter', 'ejs000', 'ethernet', 'microsoft', 'pn', 'surface']",6085
"['coverkeyboard', 'f', 'microsoft', 'pn', 'pro', 'surface', 'type']",3320
"['case', 'microsoft', 'pn', 'pro', 'surface', 'uag', 'uagsfpr']",6746
"['bmc', 'computer', 'electronic', 'manufacturing', 'r', 'support']",1809
"['cyberark', 'invoice', 'nont', 'software.', 'uspsi842445']",1195
"['frontline', 'invoice', 'nont', 'renewal.', 'uspsi770404']",3675
"['autocad', 'invoice', 'maintenance.', 'no', 'uspsi800026']",2243
"['ela.', 'invoice', 'nontaxable', 'uspsi882813', 'vmware']",3730
"['invoice', 'nont', 'software', 'uspsi776052', 'varonis']",5832
"['avp.', 'ibm', 'invoice', 'nontaxable', 's', 'uspsi801703']",3280
"['invoice', 'nontaxab', 'qas', 'renewal.', 'uspsi821604']",312
"['email', 'invoice', 'nont', 'qas', 'support.', 'uspsi830349']",264
"['invoice', 'nontax', 'renewal.', 'uspsi806832', 'veritas']",312
"['3rd', 'annual', 'invoice', 'microsoft', 'pay', 'uspsi809464']",7163
"['invoice', 'nontax', 'sedaru', 'software.', 'uspsi808247']",3045
"['adobe', 'invoice', 'nontaxa', 'software.', 'uspsi810541']",6395
"['infoblox', 'invoice', 'nont', 'software.', 'uspsi810016']",1195
"['access', 'appl', 'publishers', 'rsa', 'sid', 'software', 'virtual']",6616
"['computer', 'electronic', 'manufacturing', 'raritanpx35']",5829
"['1', 'computer', 'electronic', 'manufacturing', 'raritan', 'ye']",3251
"['1ph', 'computer', 'electronic', 'manufacturing', 'raritan']",348
"['computer', 'electronic', 'manufacturing', 'raritan1', 'yea']",5537
"['computer', 'electronic', 'manufacturing', 'raritan1ph']",5829
"['computer', 'electronic', 'manufacturing', 'raritanccsg']",1056
"['1', 'computer', 'electronic', 'mai', 'manufacturing', 'sw', 'year']",2050
"['basic', 'cim', 'computer', 'electronic', 'manufacturing', 'usb']",744
"['48port', 'computer', 'electronic', 'manufacturing', 'seria']",5829
"['1', 'computer', 'electronic', 'extend', 'manufacturing', 'year']",2050
"['8port', 'computer', 'electronic', 'kvmov', 'manufacturing']",348
"['19', 'computer', 'electronic', 'industrial', 'manufacturing']",1113
"['computer', 'customer', 'electronic', 'manufacturing', 'trai']",348
"['16port', 'computer', 'electronic', 'kvmo', 'manufacturing']",5829
"['california', 'ewaste', 'fee', 'l', 'mandatory', 'nontaxable']",4236
"['cluster', 'dl380', 'gen10', 'hpe', 'obs', 'taxab', 'total', 'vsan']",4299
"['cluster', 'nontaxable', 'obs', 'software', 'suppor', 'vsan']",4583
"['cluster', 'dl380', 'gen10', 'hpe', 'osb', 'taxab', 'total', 'vsan']",8059
"['21', '9420', 'dell', 'dell', 'laptops', 'latitude', 'model', 'pn']",6762
"['charge', 'environmental', 'fee']",505
"['4', 'diagnosis', 'inhome', 'onsite', 'remote', 'service']",1904
"['broadcast', 'electronics', 'equipment', 'extron', 'i', 'safety']",2398
"['conferencec', 'logitech', 'plus', 'premium', 'rally', 'ultrahd']",8141
"['custom', 'kit', 'logitech', 'mounting', 'mounts', 'rally', 's']",2725
"['color', 'logitech', 'mic', 'mod', 'pod', 'rally', 'rally', 'white']",3953
"['color', 'logitech', 'mic', 'micro', 'mount', 'pod', 'rally', 'white']",1666
"['color', 'graphite', 'logitech', 'm', 'mic', 'mount', 'pod', 'rally']",1666
"['10', 'cable', 'extension', 'logitech', 'meters', 'mic', 'pod', 'rally']",2675
"['connect', 'hub', 'logitech', 'mic', 'pod', 'ra', 'rally', 'three']",375
"['bcc950', 'confe', 'conferencecam', 'desktop', 'logitech', 'video']",312
"['allinone', 'bar', 'color', 'graphite', 'logitech', 'rally', 'v']",3101
"['blue', 'conferencecam', 'connect', 'logitech', 'portable']",3015
"['computer', 'iphone', 'lavalier', 'microphone', 'wireless']",701
"['2person', 'compact', 'digital', 'go', 'ii', 'rode', 'wirel', 'wireless']",744
"['210ayiu', '9420', 'dell', 'laptops', 'latitude', 'pn']",7985
"['200', 'charge', 'enviromental', 'fee', 'laptops']",4418
"['#', '200', '83', '8315181', 'laptops', 'sku', 'warranty']",1252
"['cloud', 'device', 'recharg', 'sanitizing', 'ultrasonic']",82
"['clearclo', 'cloud', 'device', 'sanitizing', 'ultrasonic']",514
"['100%', 'acid', 'disinfectant', 'hocl', 'hypochloris', 'organi']",6376
"['computer', 'online', 'serviceskills', 'telephone', 'training']",1959
"['2', '3000', 'bowes', 'connect', 'leasing', 'mai', 'pitney', 'services']",7656
"['8g', 'bell', 'high', 'howell', 'reassemble', 'test', 'turbo']",1338
"['10118', '1031', 'property', 'services', 'verification']",929
"['except', 'locksmiths.', 'security', 'services', 'systems']",5113
"['except', 'locksmiths', 'o', 'security', 'services', 'systems']",8460
"['langu', 'services', 'telephonic', 'translation', 'unscheduled']",3169
"['conferencing', 'i', 'services', 'telephone', 'translation', 'via']",4316
"['conferencing', 'fo', 'services', 'telephone', 'translation', 'via']",4316
"['ano', 'communicator', 'crl', 'electronic', 'satin', 'thruglass']",1461
"['adaptor', 'communicator', 'communicator', 'crl', 'thruglass']",4030
"['2person', '3day', 'composed', 'earthquake', 'emergency', 'kit', 'o']",3518
"['1', '561621', 'elect', 'naics', 'peqty', 'security', 'services']",708
"['1', '561621', 'agreement', 'maintenance', 'naics', 'peqty']",708
"['counterdiscriminator.', 'cumminsallison', 'currency', 'mod']",1965
"['cumminsallison', 'high', 'high', 'kit.', 'printer', 'sp', 'speed']",35
"['1', 'agreement', 'counter', 'currency', 'maintenance', 'year']",8168
"['1', 'agreement', 'includes', 'maintenance', 'printer', 'year']",2830
"['boyle', 'charges', 'following', 'freight', 'total']",1037
"['$33.', 'charges', 'maintenance', 'pedro', 'san', 'total', 'zone']",2325
"['a.', 'attachment', 'depository', 'safe']",2358
"['4065', 'cumminsallison', 'currency', 'delivered', 'scanners']",77
"['cumminsallison', 'delivered', 'high', 'kits', 'printer', 'speed']",1049
"['1', 'counters', 'currency', 'maintenance', 'purchased', 'year']",4704
"['1', 'high', 'kits', 'maintenance', 'printer', 'pur', 'speed', 'year']",7938
"['1', '5', 'freight', 'items']",5168
"['annual', 'care', 'qmatic', 'software', 'support', 'technical']",5840
"['3', '500000', 'months', 'services', 'sms', 'sms']",3189
"['30000', 'customer', 'feedback', 'mobile', 'responses']",1767
"['752', 'ballistic', 'l', 'tested', 'ul', 'window']",7253
"['134', '16inch', '8', 'deal', 'ref', 'stainless', 'steel', 'tray', 'x', 'x']",5351
"['48inch', '54', '752', 'dividers', 'employee', 'r', 'tested', 'ul', 'x']",5527
"['#', '1', '2021august', '312021', 'august', 'period', 'service']",4704
"['1', '2021november', '302021', 'period', 'september', 'service']",4704
"['1', '20', '2021', '31', 'december', 'december', 'period', 'service']",5789
"['1', '20', '2022', '31', 'january', 'january', 'period', 'service']",5789
"['5', 'license', 'subscription', 'user']",960
"['5', 'corpor', 'entry', 'level', 'license', 'subscription', 'user']",2879
"['2018.', 'august', 'property', 'services', 'verification']",396
"['customer', 'inv346443', 'invoice#', 'labor', 'service']",4215
"['inv345584', 'invoice#', 'professional', 'services']",396
"['900051184', 'invoice#', 'professional', 'services']",5986
"['900051185', 'invoice#', 'professional', 'services']",2074
"['0', 'invoice#', 'profesional', 'q01786', 'rev', 'services']",1482
"['custom', 'fitted.', 'hearing', 'includes', 'protection', 'vent']",2805
"['charges.', 'freight']",4264
"['collection', 'dust', 'eagle', 'eagle', 'opex', 'system.']",1360
"['bluecrest', 'dismantle', 'hi', 'mps22', 'reassemble', 'test']",312
"['certified', 'factory', 'onsite', 'services', 'technician']",5324
"['certified', 'coverage', 'factory', 'services', 'standby', 'tech']",2099
"['bell', 'howell', 'onsite', 'services', 'technician', 'tu']",1215
"['coverage', 'hour', 'onsite']",1549
"['coverage', 'hour', 'standby']",1549
"['bow', 'disassemble', 'pitney', 'reassemble', 'setup', 'test']",2381
"['14', 'custom', 'fitted', 'hearing', 'mail', 'protection']",4426
"['22', 'bowes', 'finishi', 'highspeed', 'mail', 'move', 'mps', 'pitney']",3511
"['back', 'invoice', 'no.', 'roll', 'v031248001', 'wrecker.']",4870
"['charge.', 'fuel', 'invoice', 'no.', 'v031248001']",2277
"['antifatigue.', 'b', 'custom', 'floor', 'made', 'mat', 'pitney']",6882
"['bell', 'disassemble', 'equipment', 'move', 'relocation']",1501
"['8', 'coverage', 'dmt', 'globa', 'hours', 'site', 'solutions', 'two']",572
"['labor', 'part', 'programming', 'repair', 'replacement']",5800
"['repair', 'run', 'set', 'tesing', 'test', 'validation']",5791
"['#3696470000', 'controller', 'part', 'parts', 'servo']",7137
"['camera', 'hardware', 'ironsides']",733
"['fee', 'ironsides', 'license', 'onetime', 'software']",379
"['fee', 'installation', 'ironsides', 'onetime', 'services']",7086
"['bowes', 'cutter', 'pitney', 'trim', 'trim', 'vac', 'vacuum']",8078
"['1007410370', 'charge.', 'freight', 'invoice', 'no.']",2512
"['agreement', 'extended', 'labor', 'maintenance', 'onsite', 't']",1333
"['camera', 'install', 'integrate', 'ironsides', 'test', 'ul']",7037
"['continued', 'interim', 'maintenance', 'payment', 'use']",2250
"['1.3', '5564inch', 'aerator', 'faucet', 'gpm', 'kitchen', 'thread', 'wi']",380
"['1.0', '5564inch', 'aerator', 'bathroom', 'faucet', 'gpm', 'needles']",3546
"['1.0', '5564inch', 'aerator', 'bathroom', 'bubble', 'faucet', 'gpm', 's']",1969
"['0.5', '5564inch', 'aerator', 'bathroom', 'faucet', 'gpm', 'needles']",2207
"['5', 'minute', 'p', 'packagingindividually', 'shower', 'timer']",1591
"['aerator', 'bathroom', 'bubble', 'faucet', 'spray', 'threa']",2010
"['1.1', 'flow', 'gpm', 'prerinse', 'rating', 'spray', 'valve']",1376
"['meter', 'meter', 'moisture', 'moisture', 'probe', 'shal']",866
"['7', 'garden', 'hose', 'nonslip', 'nozzle', 'spray', 'standard']",2685
"['1.5', 'earth', 'flow', 'handheld', 'rating', 'showerhead']",5656
"['1.5', 'body', 'chrome', 'gallon', 'p', 'plastic', 'showerhead']",2685
"['5minute', 'approx', 'diameter', 'product', 'shower', 'timer']",7867
"['co', 'conservation', 'energy', 'information', 'water', 'wheel']",1922
"['#000234', 'key', 'kidde', 'ob222', 'titan']",3378
"['#000224', '7600', 'key', 'kidde', 'title']",625
"['16009010', '36inchx72', 'diameter', 'number', 'pump', 'water']",8323
"['brooks', 'roto', 'seal', 'tooless', 'utility', 'yellow.']",8294
"['1', 'cabling', 'cabling', 'prov', 'rough', 'station', 'task']",2212
"['electrical', 'follow', 'install', 'scope', 'work']",2039
"['25feet', 'cabling', 'flex', 'lmr400', 'materials', 'qty', 'super']",2049
"['electronic', 'equipment', 'precision', 'repair']",697
"['contractors', 'electrical', 'installati', 'wiring']",3952
"['5500diagnostics', 'gps', 'module', 'networkfleet', 'verizon']",744
"['adapter', 'duty', 'harness', 'kit', 'light', 'obdii', 'parts0', 'plus']",7741
"['docking', 'multi', 'repair', 'station']",3240
"['#', '1.2', '6535', 'male', 'poly', 'shirt', 'short', 'sleeves']",6950
"['#28.2', '100percent', 'blu', 'cotton', 'navy', 'tshirts']",1931
"['#31', 'baseball', 'hats', 'meshback', 'style']",241
"['#32', 'baseball', 'caps', 'hats', 'poplin', 'style']",1029
"['#37.1pants', 'car', 'dickies', 'fit', 'long', 'male']",5980
"['0012701', 'boxes', 'keyed', 'lock', 'no.', 'part', 's7', 'title']",7835
"['#000224', '7600', 'box', 'key', 'kidde', 'lock', 'title.']",7637
"['#000234', 'box', 'key', 'kidde', 'lock', 'ob222', 'titan.']",8545
"['dates', 'gps', 'monitoring', 'service', 'services', 'units']",1904
"['6', 'dates', 'gps', 'monitoring', 'service', 'service', 'units']",2493
"['#7', 'brooks', 'roto', 'seal', 'toolles', 'wired', 'yellow']",2496
"['bit', 'bit', 'dt1000', 'fixed', 'fixed', 'key', 'key', 's', 'stainless']",2733
"['15', '7', '8703111', 'code', 'meter', 'number', 'service', 'su', 't', 'tag']",7719
"['#044mdh', 'black', 'fanny', 'pack']",2048
"['#500', '040719', '203', 'ka', 'master', 'padlock']",2796
"['kevlar', 'roto', 'seal', 'toolless', 'wire', 'wnonconductive']",3399
"['n', 'ram', 'remover', 'rexnord', 'ring', 'screw', 'tool']",7637
"['#', 'ram', 'remover', 'rexnord', 'ring', 'screw', 'tool']",2394
"['barrel', 'cleaning', 'corp', 'innertite', 'lock', 'tool']",768
"['1116inch', '516inch', 'allo', 'body', 'carbon', 'dia', 'padlock', 'steel', 'x']",124
"['14inch', '2', 'alloy', 'body', 'carbon', 'dia', 'padlock', 'ste', 'steel', 'x']",195
"['044mdh', 'bags', 'color', 'everest', 'fanny', 'packs', 'style#']",2254
"['due', 'employee', 'moving', 'permanent', 'relocate', 'service']",2896
"['1000', 'device', 'hand', 'held', 'load', 'probes.', 'sp2407', 'wtwo']",4851
"['bite', 'c', 'dog', 'occupational', 'prevention', 'safety', 'training']",611
"['bite', 'bulli', 'class', 'dog', 'prevention', 'r', 'safety', 'training']",7227
"['application', 'e', 'elevon', 'general', 'infor', 'ledger', 'software']",1767
"['expe', 'expense', 'infor', 'management', 'plan', 'travel', 'xm']",280
"['first', 'opa', 'payment', 'semiannual', 'servi', 'special']",181
"['opa', 'payment', 'second', 'semiannual', 'serv', 'special']",5796
"['actuarial', 'by', 'consulting', 'lad', 'requested', 'services']",4416
"['bi', 'enterprise', 'sas', 'serv', 'server', 'single', 'virtual']",2988
"['odbc', 'pcff', 'sasacces', 'sasaccess', 'sasaccess']",2296
"['sasets', 'sasstat', 'server', 'single', 'virtual', 'wit']",3736
"['15', 'annual', 'enterprise', 'guide', 'sas', 'users', 'windows']",5457
"['essbase', 'hyperion', 'learning', 'nine', 'subscription']",3045
"['12s', '16s', '35s', '4g', '9s', 'forms', 'meters', 'polypha', 'type']",2708
"['12', '9s', 'dialup', 'forms', 'meters', 'modem', 'telephone']",5698
"['4quadrant', 'adder', 'elster', 'measurement', 'model']",937
"['adder', 'elster', 'measurement', 'mo', 'power', 'quality']",1085
"['2', 'charges', 'freight', 'transportation']",2914
"['accordanc', 'notification', 'postcards', 'rate', 'water']",5603
"['enrollment', 'multifa', 'postcards', 'shared', 'solar']",2699
"['20192020partial', 'annual', 'fisca', 'fy', 'prorated', 'year']",564
"['including', 'proprietary', 'setup.', 'software', 'ventiv']",2710
"['includes', 'lease', 'maintenance', 'software', 'support']",3926
"['accord', 'digital', 'form']",3486
"['arts', 'performing', 'promoters', 'sports']",77
"['financial', 'ladwp', 'like', 'organization', 'services', 't', 'would']",2624
"['2', '4.75', '516inch', 'paper', 'rolls', 'size', 'thickne', 'ticket', 'x']",3538
"['0.7', '24.6inch', 'adhesive', 'hangers', 'map', 'millime', 'width']",7774
"['adhesive', 'cardboard', 'dimens', 'hangers', 'map', 'these']",2083
"['4', 'archi', 'book', 'bookeye', 'bundle', 'professional', 'scanner']",95
"['ad', 'book', 'installation.', 'onsite', 'scanner', 'setup']",2969
"['ladwp', 'mcs3tv', 'monitor', 'one', 'owned', 'repairs', 'w']",2354
"['570', '64inch', 'color', 'format', 'hp', 'large', 'latex', 'printer']",1942
"['configuration', 'hp', 'installation', 'late', 'set']",2094
"['3', '5700', 'color', 'format', 'hp', 'ink', 'large', 'latex', 'liter', 'p']",803
"['format', 'hotcold', 'laminator', 'thermal', 'wide']",2302
"['estimated', 'freight']",505
"['estimated', 'installation', 'set', 'training']",3668
"['dc646', 'dc646', 'slittercuttercreaser']",2083
"['controller', 'duplotsc', 'pc', 'screen', 'touch']",3036
['training'],4076
"['digital', 'dsf', 'front', 'license', 'onetime', 'store', 'term']",6640
"['digital', 'dsf', 'essential', 'front', 'lic', 'platform', 'store']",3580
"['authentication', 'licens', 'module', 'sign', 'single', 'sso']",2611
"['discovery', 'pro', 'professional', 'services', 'site']",1015
"['digital', 'dsf', 'front', 'professional', 'services', 'store']",6640
"['dsf', 'l', 'product', 'professional', 'services', 'services']",43
"['e', 'management', 'professional', 'project', 'services']",3821
"['dsf', 'fiery', 'integration', 'professional', 'services']",7557
"['hourly', 'offsite', 'professional', 'rate', 'services']",6463
"['24inch', 'adjustable', 'arms', 'chair', 'ergonomic', 'fully', 'task']",8185
"['19w', '22', '25inch', '37.5', 'chair', 'guest', 'height', 'width', 'x']",3613
"['112inch', 'chair', 'folding', 'p', 'padded', 'thick', 'upholstered']",1288
"['adjustable', 'chair', 'ergonomic', 'large', 'scale', 'task']",4956
"['19w', '22h', '25inch', '37.5', 'chair', 'guest', 'height', 'width', 'x']",327
"['26inch', '384', 'chair', 'conference', 'ergonomic', 'room', 'width']",2550
"['26inch', '3842', 'chair', 'conference', 'ergonomic', 'room', 'width']",7559
"['ad', 'chair', 'ergonomic', 'largextra', 'scale', 'tall', 'task']",4956
"['adjustable', 'chair', 'ergonomic', 'medium', 'scale', 'task']",2613
"['adjustable', 'chair', 'ergonomic', 'scale', 'small', 'task']",4956
"['247', 'cha', 'duty', 'heavy', 'intensive', 'large', 'management', 'use']",504
"['.500x48x96', 'ballistic', 'fiberglass', 'iii', 'level', 'panels']",2536
"['chair', 'features', 'following', 'include', 'office']",3780
"['chair', 'conference', 'ergonomic', 'include', 'room']",7559
"['chair', 'following', 'guest', 'include', 'stackable']",3780
"['39', '83.24', '84inch', 'dimensions', 'h', 'shell', 'sidewinder', 'w', 'x']",3828
"['36inch', 'black', 'color', 'fixed', 'm', 'shelf.', 'steel.']",1327
"['247', 'chair', 'heavyduty', 'intensive', 'large', 'managem', 'use']",6150
"['247', 'adjustable', 'ar', 'chair', 'intensive', 'stool', 'use']",6150
"['adjustable', 'arms', 'chair', 'ergonomic', 'large', 'scale']",4956
"['back', 'chair', 'ergonomic', 'executive', 'fully', 'high']",8386
"['29h', '33.5inchd', '72w', 'desk', 'dimension', 'fin', 'table', 'x', 'x']",5302
"['27.5inchd', '29h', '72w', 'desk', 'dimension', 'fin', 'table', 'x', 'x']",5302
"['22inchd', '29h', '72w', 'credenza', 'dimension', 'finish', 'x', 'x']",345
"['18inchd', 'boxboxfile', 'dimension', 'mobile', 'pedestal']",213
"['adjusta', 'back', 'chair', 'ergonomic', 'executive', 'high']",8386
"['0.250', '120.000', '80.000', 'acrylic', 'cast', 'clear', 'sheet', 'x', 'x']",7827
"['adjustabl', 'chairs', 'ergonomic', 'medium', 'scale', 'task']",1018
"['192', '22h', '25inch', '37.5', 'chair', 'guest', 'height', 'width', 'x']",327
"['247', 'adjusta', 'chair', 'chair', 'intensive', 'stool', 'use']",6150
"['247', 'chair', 'duty', 'heavy', 'intensive', 'large', 'managem', 'use']",6150
"['247', 'back', 'chair', 'duty', 'heavy', 'intensive', 'mana', 'mid', 'use']",6150
"['26.25d', '32inchh', '32inchw', 'chair', 'dimension', 'guest', 'x', 'x', 'x']",6667
"['1', '26.25d', '32inchh', '32inchw', 'chair', 'dimension', 'guest', 'x', 'x', 'x']",4291
"['#1', '247', '500', 'chair', 'dispatcher', 'pad', 'pound']",5931
"['#2', '247', '500', 'chair', 'dispatcher', 'pad', 'pound']",5931
"['19', '24inch', '41', 'arms', 'chairs', 'guest', 'height', 'width']",545
"['24inch', '41', 'arms', 'chairs', 'guest', 'height', 'width', 'without']",545
"['12inch', '2feet', '2feet', 'access', 'flooring', 'high', 'raise', 'raise', 'x']",4468
"['19w', '22h', '25inch', '37.5', 'chair', 'ehight', 'guest', 'width', 'x']",1355
"['1', '19w', '21inch', '32', 'chair', 'height', 'stackable', 'width', 'x']",545
"['29h', '33.5inchd', '72w', 'desk', 'dimension', 'f', 'table', 'x', 'x']",213
"['adjustable', 'desk', 'dimensio', 'electric', 'height', 'table']",2042
"['22inchd', '72w', 'corner', 'credenza', 'dimension', 'open', 'x', 'x']",6030
"['15inchd', '36w', '5538h', 'bookcase', 'dimension', 'fi', 'x', 'x']",2690
"['ar', 'back', 'chair', 'ergonomic', 'executive', 'high']",8386
"['adjustab', 'chairs', 'ergonomic', 'large', 'scale', 'task']",504
"['adjustabl', 'chairs', 'ergonomic', 'scale', 'small', 'task']",504
"['adjus', 'chairs', 'ergonomic', 'medium', 'scale', 'task']",1018
"['#1', 'chair', 'custom', 'dispatcher', 't']",3351
"['#2', 'chair', 'custom', 'dispatcher', 't']",3351
"['18inchx96', 'abs', 'abs', 'folding', 'high', 'impact', 'pla', 'table']",3231
"['accessories', 'boiler', 'condens', 'condensing', 'fully']",701
"['folding', 'iceberg', 'manufacture', 'rectangular', 'table']",5202
"['2.25inch', 'brand', 'chair', 'folding', 'seat', 'thick', 'vinyl']",6344
"['1', '300', 'ansiul', 'chemical', 'compliant', 'one', 'wet']",105
"['certif', 'fire', 'install', 'suppression', 'systemprovide']",1308
"['certified', 'testing']",7923
"['lad', 'maintenance', 'operation', 'training']",1630
"['29h', '42inchd', '96w', 'desk', 'dimension', 'table', 'wood', 'x', 'x']",3137
"['2', '30inchd', '72w', 'desk', 'dimension', 'pedestal', 'single', 'x', 'x']",813
"['29h', '33.5inchd', '72w', 'desk', 'dimension', 'table', 'wood', 'x', 'x']",5302
"['22inchd', '29h', '72w', 'credenza', 'dimension', 'manuf', 'x', 'x']",1241
"['cabinet', 'dimensio', 'double', 'height', 'overhead', 'storage']",1214
"['1', '27.5inchd', '27.5inchw', 'dimension', 'end', 'square', 'table', 'x', 'x']",6334
"['desk', 'double', 'manufacturer', 'nationa', 'pedestal', 'wood']",3504
"['desk', 'left', 'manufacturer', 'national', 'return', 'wood']",3277
"['credenza', 'file', 'lateral', 'manufacturer', 'nati', 'wood']",5362
"['credenza', 'manufacturer', 'national', 'storage', 'wood']",3277
"['end', 'fu', 'manufacturer', 'national', 'office', 'table', 'wood']",6342
"['bookcase', 'freestanding', 'manufacturer', 'nation', 'wood']",5362
"['conference', 'manufacturer', 'round', 'table', 'top', 'wood']",3277
"['base', 'bookcase', 'manufacturer', 'national', 'offic', 'wood']",8200
"['bookcase', 'cornice', 'frame', 'manufacturer', 'natio', 'wood']",4115
"['base', 'conference', 'manufacturer', 'national', 'table']",565
"['adj', 'back', 'chair', 'ergonomic', 'executive', 'fully', 'mid']",7559
"['28inchd', '28inchw', '3', 'chair', 'dimensions', 'oneseater', 'sofa', 'x', 'x']",1445
"['28inchd', '84w', 'chair', 'dimensions', 'sofa', 'threeseater', 'x', 'x']",8123
